ID,School,School Type,Region,US World Ranking,Acceptance Rate,Average GPA,New EBRW 25th,New EBRW 75th,New Math 25th,New Math 75th,SAT Total 25th,SAT TOTAL 75th,SAT 25,SAT 75,ACT 25,ACT 75,ACT Comp 25th,ACT Comp 75th,Test Optional or Test Flexible,State,Link
1073,Northwest Christian University,,,,0.68,3.39,,,,,,,990,1170,19,23,,,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/northwest-christian-university/admission/
1408,Allegheny College,LAC,Mid-Atlantic,77.0,0.68,3.74,580.0,690.0,550.0,680.0,1130.0,1320.0,-,-,-,-,22.0,29.0,TO,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/allegheny-college/admission/
549,SUNY Maritime College,,,,0.68,-,,,,,,,1100,1260,22,26,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-maritime-college/admission/
548,New York Institute of Technology,,,,0.68,3.5,,,,,,,1040,1250,21,26,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/new-york-institute-of-technology/admission/
1382,Wagner College,,,,0.68,3.6,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/wagner-college/admission/
654,Buena Vista University,,,,0.68,3.4,,,,,,,-,-,19,24,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/buena-vista-university/admission/
889,Gwynedd Mercy College,,,,0.68,3.23,,,,,,,910,1100,18,22,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/gwynedd-mercy-college/admission/
230,University of Redlands,Regional,West,12.0,0.68,3.6,560.0,660.0,540.0,630.0,1100.0,1290.0,1100,1290,22,28,22.0,28.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/university-of-redlands/admission/
1457,Beloit College,LAC,Midwest,62.0,0.69,3.43,580.0,740.0,570.0,670.0,1150.0,1410.0,-,-,-,-,24.0,30.0,TO,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/beloit-college/admission/
400,Bellin College,,,,0.69,-,,,,,,,-,-,22,25,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/bellin-college/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.69,3.25,660.0,720.0,650.0,750.0,1310.0,1470.0,960,1130,18,23,29.0,32.0,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/union-college/admission/
522,Malone University,,,,0.69,3.3,,,,,,,1020,1180,19,25,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/malone-university/admission/
671,Lynchburg College,,,,0.69,3.29,,,,,,,990,1180,19,24,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/lynchburg-college/admission/
698,Hampton University,Regional,South,8.0,0.69,3.3,520.0,580.0,510.0,570.0,1030.0,1150.0,940,1100,20,24,19.0,24.0,TO,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/hampton-university/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.69,3.25,660.0,720.0,650.0,750.0,1310.0,1470.0,960,1130,18,23,29.0,32.0,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/new-york/union-college/admission/
1365,Paul Smiths College of Arts and Science,,,,0.69,-,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/paul-smiths-college-of-arts-and-science/admission/
277,Ohio Northern University,,,,0.69,3.7,,,,,,,1110,1310,23,28,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/ohio-northern-university/admission/
1237,Embry Riddle Aeronautical University Daytona Beach,Regional,South,12.0,0.69,3.56,540.0,650.0,550.0,660.0,1090.0,1310.0,-,-,-,-,22.0,28.0,TO,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/embry-riddle-aeronautical-university-daytona-beach/admission/
1007,Tusculum College,,,,0.69,3.1,,,,,,,910,1110,18,23,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/tusculum-college/admission/
390,Spring Arbor University,,,,0.69,3.39,,,,,,,1060,1310,20,26,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/spring-arbor-university/admission/
1459,Maranatha Baptist Bible College,,,,0.69,-,,,,,,,-,-,-,-,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/maranatha-baptist-bible-college/admission/
579,Delaware Valley University,,,,0.69,3.51,,,,,,,950,1180,18,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/delaware-valley-college/admission/
980,Lourdes University,,,,0.69,3.09,,,,,,,880,1130,18,24,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/lourdes-university/admission/
657,Worcester State University,,,,0.69,3.18,,,,,,,1010,1180,20,25,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/worcester-state-university/admission/
725,University of Massachusetts Boston,,,,0.69,-,,,,,,,1030,1230,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/university-of-massachusetts-boston/admission/
1207,California College of the Arts,,,,0.69,3.2,,,,,,,-,-,-,-,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-college-of-the-arts/admission/
1208,California State University Bakersfield,,,,0.69,3.2,,,,,,,-,-,-,-,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-state-university-bakersfield/admission/
280,Union University,,,,0.69,3.67,,,,,,,1070,1360,22,29,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/union-university/admission/
1024,Louisiana College,,,,0.69,3.17,,,,,,,930,1050,18,23,,,,Louisiana,http://www.collegesimply.com/guides/admission-data//colleges/louisiana/louisiana-college/admission/
573,Central Michigan University,,,,0.69,3.32,,,,,,,990,1220,20,25,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/central-michigan-university/admission/
844,Medaille College,,,,0.69,-,,,,,,,830,1060,15,23,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/medaille-college/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.69,3.25,660.0,720.0,650.0,750.0,1310.0,1470.0,960,1130,18,23,29.0,32.0,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/union-college/admission/
266,George Mason University,National,South,143.0,0.69,3.66,560.0,660.0,560.0,650.0,1120.0,1310.0,1120,1310,23,29,23.0,28.0,TO,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/george-mason-university/admission/
482,Rider University,,,,0.69,3.3,,,,,,,1000,1180,19,25,,,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/rider-university/admission/
710,Northwood University Michigan,,,,0.69,3.25,,,,,,,970,1150,20,24,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/northwood-university-michigan/admission/
577,East Carolina University,,,,0.69,3.59,,,,,,,1050,1200,21,24,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/east-carolina-university/admission/
901,University of Southern Indiana,,,,0.69,3.2,,,,,,,970,1160,19,24,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/university-of-southern-indiana/admission/
975,Concordia University Ann Arbor,,,,0.7,2.2,,,,,,,-,-,19,23,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/concordia-university-ann-arbor/admission/
271,University of Evansville,,,,0.7,3.74,,,,,,,1090,1300,23,29,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/university-of-evansville/admission/
934,University of Central Oklahoma,,,,0.7,3.3,,,,,,,-,-,19,24,,,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/university-of-central-oklahoma/admission/
1088,Elizabeth City State University,,,,0.7,4.0,,,,,,,840,1000,17,19,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/elizabeth-city-state-university/admission/
1012,Indiana Institute of Technology,,,,0.7,2.93,,,,,,,890,1130,18,24,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/indiana-institute-of-technology/admission/
1335,Drew University,National,Mid-Atlantic,108.0,0.7,3.32,550.0,670.0,520.0,640.0,1070.0,1310.0,-,-,-,-,22.0,29.0,TO,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/drew-university/admission/
247,Biola University,National,West,164.0,0.7,3.54,550.0,670.0,520.0,640.0,1070.0,1310.0,1070,1310,21,28,21.0,28.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/biola-university/admission/
191,Butler University,Regional,Midwest,2.0,0.7,3.77,570.0,670.0,560.0,650.0,1130.0,1320.0,1130,1320,25,30,25.0,30.0,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/butler-university/admission/
809,Indiana University Purdue University Indianapolis,,,,0.7,3.33,,,,,,,980,1190,19,25,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/indiana-university-purdue-university-indianapolis/admission/
198,Creighton University,Regional,Midwest,1.0,0.7,3.75,570.0,680.0,570.0,670.0,1140.0,1350.0,1140,1350,24,29,24.0,29.0,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/creighton-university/admission/
221,Cornell College,LAC,Midwest,90.0,0.7,3.53,560.0,690.0,530.0,660.0,1090.0,1350.0,1090,1350,23,29,23.0,29.0,TO,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/cornell-college/admission/
1152,Bethany College,,,,0.7,2.8,,,,,,,860,1080,17,22,,,,West Virginia,http://www.collegesimply.com/guides/admission-data//colleges/west-virginia/bethany-college/admission/
1250,University of Hawaii West Oahu,,,,0.7,-,,,,,,,-,-,-,-,,,,Hawaii,http://www.collegesimply.com/guides/admission-data//colleges/hawaii/university-of-hawaii-west-oahu/admission/
1297,Fisher College,,,,0.7,2.27,,,,,,,-,-,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/fisher-college/admission/
1336,Montclair State University,,,,0.7,3.2,,,,,,,-,-,-,-,,,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/montclair-state-university/admission/
1152,Bethany College,,,,0.7,2.8,,,,,,,860,1080,17,22,,,,West Virginia,http://www.collegesimply.com/guides/admission-data//colleges/kansas/bethany-college/admission/
1298,Hampshire College,,,,0.7,3.45,,,,,,,-,-,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/hampshire-college/admission/
1440,Baptist Missionary Association Theological Seminary,,,,0.7,-,,,,,,,-,-,-,-,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/baptist-missionary-association-theological-seminary/admission/
353,Carthage College,,,,0.7,3.31,,,,,,,1090,1340,22,28,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/carthage-college/admission/
627,University of Montevallo,,,,0.7,3.35,,,,,,,1030,1250,20,26,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/university-of-montevallo/admission/
318,Kettering University,,,,0.7,3.61,,,,,,,1170,1360,24,29,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/kettering-university/admission/
633,Northern Michigan University,,,,0.7,3.13,,,,,,,980,1220,19,24,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/northern-michigan-university/admission/
554,University of North Texas,,,,0.7,-,,,,,,,1070,1270,21,26,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/university-of-north-texas/admission/
348,Oklahoma City University,,,,0.7,3.59,,,,,,,1040,1280,22,28,,,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/oklahoma-city-university/admission/
635,Rocky Mountain College,,,,0.7,3.29,,,,,,,990,1170,20,25,,,,Montana,http://www.collegesimply.com/guides/admission-data//colleges/montana/rocky-mountain-college/admission/
529,Watkins College of Art Design & Film,,,,0.7,3.2,,,,,,,970,1330,18,24,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/watkins-college-of-art-design-and-film/admission/
596,Wingate University,,,,0.7,3.34,,,,,,,1010,1200,20,25,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/wingate-university/admission/
291,Dordt College,,,,0.7,3.5,,,,,,,1050,1350,22,29,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/dordt-college/admission/
367,Saint Vincent College,,,,0.7,3.53,,,,,,,1020,1230,20,26,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/saint-vincent-college/admission/
1449,Sterling College,,,,0.7,-,,,,,,,-,-,-,-,,,,Vermont,http://www.collegesimply.com/guides/admission-data//colleges/kansas/sterling-college/admission/
1449,Sterling College,,,,0.7,-,,,,,,,-,-,-,-,,,,Vermont,http://www.collegesimply.com/guides/admission-data//colleges/vermont/sterling-college/admission/
766,Franklin College,,,,0.7,3.4,,,,,,,980,1160,19,24,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/franklin-college/admission/
666,The University of Tennessee Martin,,,,0.7,3.44,,,,,,,-,-,20,25,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/the-university-of-tennessee-martin/admission/
675,Prescott College,,,,0.7,3.11,,,,,,,990,1230,19,27,,,,Arizona,http://www.collegesimply.com/guides/admission-data//colleges/arizona/prescott-college/admission/
676,Arkansas State University Main Campus,,,,0.7,3.44,,,,,,,970,1140,21,26,,,,Arkansas,http://www.collegesimply.com/guides/admission-data//colleges/arkansas/arkansas-state-university-main-campus/admission/
387,Savannah College of Art and Design,,,,0.7,3.46,,,,,,,1030,1250,20,26,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/savannah-college-of-art-and-design/admission/
234,Loyola University Chicago,National,Midwest,99.0,0.71,3.65,580.0,680.0,550.0,650.0,1130.0,1330.0,1130,1330,24,29,24.0,29.0,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/loyola-university-chicago/admission/
1448,College of St Joseph,,,,0.71,-,,,,,,,-,-,-,-,,,,Vermont,http://www.collegesimply.com/guides/admission-data//colleges/vermont/college-of-st-joseph/admission/
1071,Dominican College of Blauvelt,,,,0.71,2.83,,,,,,,870,1060,17,21,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/dominican-college-of-blauvelt/admission/
1000,Concordia College New York,,,,0.71,-,,,,,,,880,1080,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/concordia-college-new-york/admission/
160,Centre College,LAC,South,44.0,0.71,-,580.0,700.0,590.0,760.0,1170.0,1460.0,1180,1450,26,31,26.0,31.0,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/centre-college/admission/
581,Marywood University,,,,0.71,3.36,,,,,,,1020,1190,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/marywood-university/admission/
1310,Wheaton College,LAC,Midwest,62.0,0.71,3.71,600.0,700.0,570.0,690.0,1170.0,1390.0,1270,1470,27,32,27.0,32.0,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/wheaton-college/admission/
1082,Indiana University Kokomo,,,,0.71,3.06,,,,,,,920,1120,18,23,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/indiana-university-kokomo/admission/
602,Texas State University,,,,0.71,-,,,,,,,1010,1180,21,25,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/texas-state-university/admission/
1199,University of Alaska Anchorage,,,,0.71,-,,,,,,,-,-,-,-,,,,Alaska,http://www.collegesimply.com/guides/admission-data//colleges/alaska/university-of-alaska-anchorage/admission/
533,Manchester College,,,,0.71,3.36,,,,,,,960,1190,19,26,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/manchester-college/admission/
227,Elizabethtown College,,,,0.71,-,,,,,,,1080,1300,23,28,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/elizabethtown-college/admission/
380,Misericordia University,,,,0.71,3.3,,,,,,,1050,1210,22,27,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/misericordia-university/admission/
641,University of Pittsburgh Greensburg,,,,0.71,3.46,,,,,,,1010,1180,20,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/university-of-pittsburgh-greensburg/admission/
664,Point Park University,,,,0.71,3.21,,,,,,,960,1170,19,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/point-park-university/admission/
394,Rowan University,,,,0.71,-,,,,,,,1020,1260,-,-,,,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/rowan-university/admission/
933,Youngstown State University,,,,0.71,3.01,,,,,,,890,1130,18,24,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/youngstown-state-university/admission/
682,Saint Josephs College,,,,0.71,3.2,,,,,,,920,1140,19,24,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/saint-josephs-college/admission/
874,Rosemont College,,,,0.71,3.2,,,,,,,860,1100,15,20,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/rosemont-college/admission/
468,Lycoming College,,,,0.71,3.44,,,,,,,1000,1200,20,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/lycoming-college/admission/
249,Point Loma Nazarene University,Regional,West,17.0,0.71,3.78,570.0,650.0,530.0,640.0,1100.0,1290.0,1110,1320,23,28,23.0,28.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/point-loma-nazarene-university/admission/
1038,University of Hawaii at Hilo,,,,0.71,3.34,,,,,,,910,1130,16,22,,,,Hawaii,http://www.collegesimply.com/guides/admission-data//colleges/hawaii/university-of-hawaii-at-hilo/admission/
481,Hastings College,,,,0.71,3.44,,,,,,,940,1080,20,26,,,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/hastings-college/admission/
1209,California State University Stanislaus,,,,0.71,3.26,,,,,,,-,-,-,-,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-state-university-stanislaus/admission/
1144,Pine Manor College,,,,0.71,-,,,,,,,770,970,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/pine-manor-college/admission/
1310,Wheaton College,LAC,Midwest,62.0,0.71,3.71,600.0,700.0,570.0,690.0,1170.0,1390.0,1270,1470,27,32,27.0,32.0,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/wheaton-college/admission/
789,Eastern Kentucky University,,,,0.71,3.22,,,,,,,950,1170,19,25,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/eastern-kentucky-university/admission/
1044,Texas A & M University Texarkana,,,,0.71,-,,,,,,,940,1150,19,24,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/texas-a-and-m-university-texarkana/admission/
790,Framingham State University,,,,0.71,3.16,,,,,,,960,1160,19,23,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/framingham-state-university/admission/
213,University of Vermont,National,New England,92.0,0.71,-,600.0,700.0,570.0,660.0,1170.0,1360.0,1170,1360,25,30,25.0,30.0,,Vermont,http://www.collegesimply.com/guides/admission-data//colleges/vermont/university-of-vermont/admission/
1386,Livingstone College,,,,0.71,-,,,,,,,720,890,12,16,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/livingstone-college/admission/
358,Massachusetts College of Art and Design,,,,0.71,3.37,,,,,,,1060,1260,21,26,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/massachusetts-college-of-art-and-design/admission/
792,Kuyper College,,,,0.71,3.18,,,,,,,440,910,19,24,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/kuyper-college/admission/
564,Judson University,,,,0.71,3.31,,,,,,,1050,1230,21,26,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/judson-university/admission/
1314,Kalamazoo College,LAC,Midwest,68.0,0.72,-,580.0,700.0,570.0,720.0,1150.0,1420.0,-,-,-,-,26.0,30.0,TO,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/kalamazoo-college/admission/
779,Northern State University,,,,0.72,3.14,,,,,,,940,1120,19,25,,,,South Dakota,http://www.collegesimply.com/guides/admission-data//colleges/south-dakota/northern-state-university/admission/
484,Marietta College,,,,0.72,3.41,,,,,,,1030,1290,21,27,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/marietta-college/admission/
1112,Glenville State College,,,,0.72,-,,,,,,,850,1040,17,22,,,,West Virginia,http://www.collegesimply.com/guides/admission-data//colleges/west-virginia/glenville-state-college/admission/
1417,Lebanon Valley College,,,,0.72,-,,,,,,,-,-,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/lebanon-valley-college/admission/
991,Georgia Southwestern State University,,,,0.72,3.17,,,,,,,950,1120,18,24,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/georgia-southwestern-state-university/admission/
541,Northwestern College,,,,0.72,3.53,,,,,,,1020,1340,22,28,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/northwestern-college/admission/
1482,Johnson & Wales University Charlotte,,,,0.72,3.15,,,,,,,-,-,-,-,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/johnson-and-wales-university-charlotte/admission/
882,Cleary University,,,,0.72,3.0,,,,,,,-,-,18,22,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/cleary-university/admission/
334,Eckerd College,,,,0.72,3.34,,,,,,,1080,1280,23,28,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/eckerd-college/admission/
341,Maryville University of Saint Louis,,,,0.72,3.7,,,,,,,-,-,23,27,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/maryville-university-of-saint-louis/admission/
352,Roanoke College,,,,0.72,3.44,,,,,,,1050,1270,21,27,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/roanoke-college/admission/
243,University of Scranton,,,,0.72,3.37,,,,,,,1110,1300,22,28,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/university-of-scranton/admission/
1254,DePaul University,National,Midwest,124.0,0.72,3.65,560.0,660.0,520.0,630.0,1080.0,1290.0,-,-,-,-,22.0,28.0,TO,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/depaul-university/admission/
304,Xavier University,Regional,Midwest,4.0,0.72,3.62,540.0,650.0,520.0,610.0,1060.0,1260.0,1060,1260,22,27,22.0,27.0,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/xavier-university/admission/
537,Aquinas College,,,,0.72,3.46,,,,,,,-,-,21,26,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/aquinas-college/admission/
670,Southern Utah University,,,,0.72,3.5,,,,,,,990,1230,20,27,,,,Utah,http://www.collegesimply.com/guides/admission-data//colleges/utah/southern-utah-university/admission/
512,Roosevelt University,,,,0.72,3.2,,,,,,,1030,1300,19,25,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/roosevelt-university/admission/
537,Aquinas College,,,,0.72,3.46,,,,,,,-,-,21,26,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/aquinas-college/admission/
1410,Cabrini College,,,,0.72,3.0,,,,,,,-,-,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/cabrini-college/admission/
1416,King's College,,,,0.72,3.34,,,,,,,-,-,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/kings-college/admission/
541,Northwestern College,,,,0.72,3.53,,,,,,,1020,1340,22,28,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/northwestern-college/admission/
405,University of Louisville,,,,0.72,3.53,,,,,,,1080,1300,22,29,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/university-of-louisville/admission/
1030,Rhode Island College,,,,0.72,-,,,,,,,890,1110,16,21,,,,Rhode Island,http://www.collegesimply.com/guides/admission-data//colleges/rhode-island/rhode-island-college/admission/
858,West Liberty University,,,,0.72,3.33,,,,,,,840,1140,18,24,,,,West Virginia,http://www.collegesimply.com/guides/admission-data//colleges/west-virginia/west-liberty-university/admission/
1072,Southeastern Oklahoma State University,,,,0.72,3.27,,,,,,,-,-,18,23,,,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/southeastern-oklahoma-state-university/admission/
211,Wofford College,LAC,South,77.0,0.72,3.54,580.0,680.0,560.0,650.0,1140.0,1330.0,1140,1330,23,29,23.0,29.0,TO,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/wofford-college/admission/
360,Adelphi University,National,Mid-Atlantic,146.0,0.72,3.5,560.0,660.0,540.0,640.0,1100.0,1300.0,1100,1300,19,25,19.0,25.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/adelphi-university/admission/
207,Hope College,LAC,Midwest,108.0,0.72,3.73,580.0,700.0,570.0,700.0,1150.0,1400.0,1160,1380,24,29,24.0,29.0,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/hope-college/admission/
257,Hamline University,,,,0.72,3.48,,,,,,,1070,1360,21,28,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/hamline-university/admission/
363,Capital University,,,,0.72,3.44,,,,,,,1040,1250,22,28,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/capital-university/admission/
1428,Bryant University,,,,0.72,3.3,,,,,,,-,-,-,-,,,,Rhode Island,http://www.collegesimply.com/guides/admission-data//colleges/rhode-island/bryant-university/admission/
561,University of Idaho,,,,0.72,3.39,,,,,,,1020,1230,20,26,,,,Idaho,http://www.collegesimply.com/guides/admission-data//colleges/idaho/university-of-idaho/admission/
534,Clarke University,,,,0.72,3.52,,,,,,,1000,1160,20,25,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/clarke-university/admission/
750,Campbell University,,,,0.73,-,,,,,,,990,1180,19,24,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/campbell-university/admission/
267,Seattle University,Regional,West,8.0,0.73,3.58,590.0,680.0,560.0,660.0,1150.0,1340.0,1150,1340,25,29,24.0,29.0,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/seattle-university/admission/
1242,Saint Leo University,,,,0.73,3.5,,,,,,,-,-,-,-,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/saint-leo-university/admission/
1087,The College of New Rochelle,,,,0.73,-,,,,,,,950,1100,20,23,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/the-college-of-new-rochelle/admission/
746,University of New Hampshire at Manchester,,,,0.73,-,,,,,,,1000,1170,-,-,,,,New Hampshire,http://www.collegesimply.com/guides/admission-data//colleges/new-hampshire/university-of-new-hampshire-at-manchester/admission/
644,Trevecca Nazarene University,,,,0.73,3.3,,,,,,,970,1200,19,25,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/trevecca-nazarene-university/admission/
1296,Endicott College,,,,0.73,3.25,,,,,,,-,-,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/endicott-college/admission/
1021,University of West Alabama,,,,0.73,-,,,,,,,880,1170,18,21,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/university-of-west-alabama/admission/
